id,days
231177,21-30
217682,21-30
182190,21-30
7433,21-30
164835,21-30
9104,21-30
105805,21-30
151949,11-20
193554,51-60
23298,31-40
302362,21-30
240859,21-30
40016,11-20
181002,11-20
316704,21-30
27732,51-60
290151,51-60
191381,51-60
244995,51-60
4697,11-20
304750,51-60
43315,11-20
305529,31-40
171459,21-30
2165,21-30
91880,21-30
184134,21-30
101552,21-30
274773,21-30
162766,21-30
245237,21-30
262977,21-30
255190,31-40
160929,21-30
286974,21-30
293942,51-60
281339,11-20
304671,21-30
213338,31-40
263306,21-30
170978,31-40
48997,21-30
8937,21-30
257859,21-30
164844,21-30
163739,21-30
117587,21-30
283339,21-30
151502,51-60
197756,11-20
206721,21-30
291823,21-30
107788,21-30
37043,51-60
37728,31-40
37283,51-60
134124,21-30
35117,51-60
236870,21-30
202981,21-30
243500,21-30
195483,11-20
109726,11-20
157138,21-30
276514,21-30
293277,21-30
147381,21-30
138182,21-30
19368,51-60
185729,11-20
12414,11-20
165386,21-30
9219,21-30
38173,21-30
232681,21-30
176243,51-60
237861,21-30
190346,21-30
244442,11-20
241497,21-30
30395,11-20
104549,21-30
249943,11-20
124789,21-30
172043,21-30
60614,51-60
180527,51-60
259699,21-30
198085,21-30
224694,51-60
209843,21-30
216814,21-30
272654,21-30
59887,11-20
51147,21-30
314068,11-20
106928,21-30
30003,11-20
69904,11-20
295628,31-40
283603,21-30
243749,21-30
206196,51-60
15578,21-30
70375,21-30
161563,21-30
79753,21-30
75421,21-30
294860,31-40
147987,21-30
59425,21-30
70400,51-60
213750,21-30
109114,51-60
156033,21-30
287921,51-60
292757,21-30
56805,21-30
187090,51-60
101953,11-20
132292,21-30
6157,21-30
145882,21-30
7226,21-30
103157,11-20
117954,21-30
219158,11-20
124098,11-20
101851,21-30
114832,21-30
46042,21-30
195752,21-30
245533,21-30
136264,21-30
123338,21-30
63358,51-60
25519,51-60
53554,21-30
7601,21-30
19701,21-30
229938,51-60
275948,11-20
96289,21-30
265094,31-40
292265,11-20
207904,21-30
250686,21-30
250609,11-20
227627,21-30
5127,21-30
212280,21-30
3134,21-30
117244,11-20
243080,51-60
174778,11-20
149437,21-30
42547,31-40
67824,21-30
18240,21-30
152204,21-30
167430,11-20
28404,21-30
163878,11-20
50721,51-60
315061,21-30
57485,11-20
60008,51-60
159475,31-40
65548,11-20
11997,21-30
142942,51-60
149535,21-30
235695,21-30
256701,21-30
255107,21-30
2534,21-30
1030,51-60
185279,21-30
238232,51-60
196836,21-30
295487,51-60
32718,51-60
291324,51-60
122943,21-30
35048,21-30
257617,21-30
237593,21-30
318152,21-30
284964,11-20
308441,11-20
137818,21-30
228083,21-30
239386,21-30
235664,31-40
196168,51-60
32112,11-20
212505,51-60
132222,11-20
276655,11-20
305128,11-20
43366,21-30
275907,11-20
51173,31-40
101794,21-30
221554,51-60
262401,51-60
188648,51-60
48194,11-20
216303,11-20
223606,51-60
157437,51-60
287778,21-30
302652,51-60
222561,21-30
155037,11-20
249307,21-30
86905,11-20
231030,51-60
120674,21-30
312325,51-60
200096,21-30
192620,21-30
92689,21-30
57961,21-30
305273,21-30
289544,21-30
122023,51-60
237070,21-30
275115,31-40
314599,21-30
290983,11-20
198190,11-20
162325,21-30
302683,51-60
307366,21-30
173330,11-20
107990,31-40
153853,11-20
191753,11-20
252874,21-30
54352,21-30
200837,11-20
225475,51-60
249082,21-30
151295,11-20
195639,51-60
22989,21-30
95835,21-30
177910,21-30
170310,31-40
29550,21-30
261877,51-60
220325,31-40
26330,51-60
154154,21-30
77656,21-30
6707,21-30
259774,21-30
41591,21-30
124139,51-60
110892,21-30
149206,11-20
100824,51-60
309719,11-20
121349,21-30
229036,21-30
160702,11-20
220918,21-30
288844,21-30
276216,21-30
174721,11-20
160257,31-40
28307,11-20
219139,31-40
219387,21-30
198285,21-30
6875,21-30
105337,11-20
274835,21-30
135490,51-60
59121,31-40
269733,21-30
62632,21-30
215044,21-30
78597,21-30
1933,11-20
244619,51-60
103302,11-20
55299,21-30
307866,51-60
57158,11-20
148188,21-30
198391,11-20
55789,21-30
100638,21-30
144264,21-30
200576,21-30
46871,31-40
312898,51-60
145834,21-30
260808,21-30
251288,21-30
188354,11-20
123892,21-30
257098,21-30
181914,51-60
187972,11-20
305102,21-30
201634,11-20
156030,11-20
98711,31-40
170233,11-20
205560,21-30
65925,21-30
226947,11-20
208455,21-30
309568,21-30
146238,31-40
110075,11-20
115548,51-60
285048,21-30
41771,51-60
165145,21-30
284124,11-20
12367,21-30
13946,11-20
226667,21-30
285637,21-30
99092,21-30
285185,21-30
55701,51-60
154634,11-20
200846,51-60
292689,31-40
132969,21-30
37771,21-30
70282,21-30
36532,31-40
207067,21-30
150652,21-30
37607,11-20
102799,51-60
168866,21-30
182279,21-30
173559,11-20
257270,21-30
22939,11-20
208901,21-30
223700,21-30
253961,21-30
219039,21-30
43191,11-20
71995,51-60
38758,21-30
189596,21-30
289303,21-30
170212,21-30
175899,21-30
1147,51-60
241052,21-30
268797,21-30
288370,11-20
173625,51-60
155425,11-20
273181,21-30
111209,21-30
291255,51-60
224027,21-30
9129,21-30
76301,21-30
257438,21-30
127159,21-30
217317,21-30
28924,21-30
237304,51-60
71272,21-30
162204,51-60
302378,21-30
125013,11-20
213856,51-60
18887,21-30
56100,21-30
128007,21-30
39065,21-30
71793,21-30
240236,21-30
273501,21-30
24668,21-30
292960,21-30
248486,21-30
236853,21-30
132299,21-30
152425,21-30
64998,51-60
76973,21-30
134379,11-20
118254,21-30
278664,31-40
231922,21-30
144894,21-30
124394,51-60
44713,21-30
190658,11-20
293146,11-20
272309,21-30
34998,11-20
57550,21-30
83243,21-30
214449,21-30
91785,21-30
199077,51-60
22530,21-30
137058,21-30
205845,11-20
182636,11-20
103379,21-30
1218,21-30
120829,11-20
187569,51-60
106807,51-60
206922,51-60
72392,21-30
46787,21-30
179139,51-60
86106,21-30
291143,11-20
234474,51-60
102174,51-60
207947,51-60
103648,51-60
283660,21-30
138044,31-40
42125,21-30
262479,21-30
143875,51-60
216073,51-60
67932,21-30
7307,11-20
77509,31-40
273868,11-20
197521,21-30
5877,11-20
129562,21-30
266010,21-30
271299,11-20
160363,51-60
83112,21-30
237285,21-30
279620,11-20
7156,51-60
296294,51-60
39648,21-30
47720,51-60
166552,51-60
282651,51-60
219571,11-20
29735,21-30
45688,21-30
268381,21-30
149866,31-40
169050,11-20
274003,21-30
118633,21-30
73374,51-60
10599,51-60
269922,11-20
236492,21-30
287634,21-30
227604,21-30
31705,21-30
70074,21-30
122351,51-60
282526,21-30
307192,21-30
49355,11-20
246917,11-20
145361,51-60
237489,21-30
133383,21-30
142529,21-30
34662,21-30
95166,21-30
33360,21-30
59966,21-30
276967,21-30
265456,21-30
150497,51-60
271203,21-30
235371,21-30
312974,21-30
299080,31-40
63982,21-30
256954,51-60
180227,31-40
163871,31-40
304347,21-30
226096,11-20
309949,21-30
145887,51-60
47168,21-30
159479,21-30
196252,21-30
138723,21-30
90874,31-40
212203,21-30
210229,21-30
179567,51-60
23394,51-60
77626,11-20
157621,21-30
124165,21-30
247443,21-30
57851,21-30
118389,51-60
117171,21-30
182790,51-60
216212,51-60
98849,31-40
190634,31-40
110420,21-30
194442,21-30
122570,11-20
115036,21-30
127699,11-20
58920,21-30
272991,21-30
92284,21-30
164601,21-30
81911,21-30
132035,51-60
317844,31-40
95251,21-30
220981,31-40
231717,51-60
31763,21-30
270792,51-60
92470,11-20
159245,11-20
42565,21-30
294126,51-60
308993,31-40
21779,51-60
305903,21-30
177012,21-30
92545,21-30
38434,11-20
201293,11-20
181424,21-30
274112,21-30
61869,11-20
117328,31-40
118610,11-20
312517,21-30
61070,21-30
161589,21-30
171843,21-30
240619,21-30
261278,21-30
34419,21-30
70281,51-60
37199,51-60
273423,11-20
315466,21-30
115923,11-20
204020,21-30
101776,51-60
38560,31-40
294515,21-30
70891,51-60
142614,21-30
157926,21-30
35076,21-30
259016,21-30
5279,21-30
71740,21-30
246610,21-30
278031,51-60
292122,21-30
207547,21-30
97188,21-30
27426,21-30
306348,11-20
310826,21-30
88147,51-60
206915,11-20
288542,51-60
303726,21-30
81045,11-20
33968,21-30
33038,21-30
21528,21-30
296532,21-30
240698,11-20
223030,11-20
6843,31-40
25318,21-30
140415,11-20
57461,21-30
265736,51-60
306651,21-30
70953,21-30
256839,21-30
100536,31-40
135225,31-40
192464,31-40
7028,51-60
240113,21-30
176073,51-60
277069,21-30
61580,51-60
76279,11-20
99133,21-30
222159,21-30
106747,11-20
190891,21-30
3738,21-30
300017,51-60
186117,31-40
205957,21-30
220528,21-30
144780,51-60
289826,51-60
178535,11-20
25872,51-60
72380,11-20
197502,21-30
260011,21-30
254155,21-30
121870,21-30
271858,11-20
228132,31-40
117498,11-20
224643,21-30
227055,21-30
36337,51-60
136258,21-30
30364,11-20
126334,11-20
98742,21-30
29343,51-60
82013,31-40
275918,51-60
116087,51-60
67159,11-20
61407,21-30
145951,21-30
67668,21-30
248876,31-40
59483,31-40
180469,11-20
78709,21-30
5957,21-30
258279,21-30
36676,21-30
201597,51-60
185812,51-60
55030,11-20
191360,51-60
111721,21-30
286310,21-30
181440,31-40
165368,21-30
275599,51-60
138035,11-20
120278,21-30
91556,51-60
251559,21-30
172756,21-30
74045,21-30
115707,21-30
218175,11-20
249045,11-20
53484,21-30
177819,21-30
161865,21-30
234061,21-30
113923,51-60
143648,21-30
71383,11-20
61874,21-30
29587,21-30
232093,21-30
175487,51-60
33534,51-60
151366,21-30
61127,11-20
69677,21-30
153136,51-60
717,51-60
286532,21-30
176914,31-40
151885,21-30
2921,21-30
213914,11-20
130329,11-20
151874,11-20
95867,21-30
15684,21-30
154052,31-40
50456,21-30
98384,21-30
105547,51-60
98560,11-20
280494,51-60
299428,21-30
61968,21-30
85292,21-30
170305,21-30
145406,31-40
306981,11-20
146209,31-40
148633,21-30
267819,51-60
215971,21-30
65674,11-20
283822,11-20
285261,21-30
231039,11-20
95687,11-20
208412,11-20
222283,51-60
65184,21-30
20589,21-30
254326,11-20
117814,21-30
104842,51-60
155211,21-30
292937,21-30
223519,21-30
55346,21-30
275602,11-20
112020,21-30
119229,51-60
99170,21-30
102343,21-30
166541,21-30
94830,21-30
253863,21-30
144916,51-60
200989,21-30
32135,11-20
180151,11-20
189525,21-30
91049,51-60
87989,21-30
34044,21-30
302381,21-30
208055,11-20
30288,21-30
215144,21-30
100180,51-60
208369,51-60
47137,11-20
149862,21-30
267831,11-20
181576,51-60
2207,21-30
72688,11-20
294224,51-60
257147,21-30
196213,51-60
284212,51-60
188931,21-30
96445,51-60
197243,11-20
41769,31-40
44485,21-30
239474,21-30
23414,11-20
94613,21-30
162236,21-30
307336,21-30
261817,21-30
129289,21-30
316539,21-30
103161,21-30
154070,21-30
126020,21-30
57300,21-30
75171,21-30
83515,21-30
122087,51-60
58985,11-20
148393,51-60
178566,11-20
276229,11-20
185200,21-30
250532,21-30
121430,11-20
215460,21-30
3023,21-30
153010,21-30
97224,21-30
171099,51-60
186346,51-60
255860,51-60
135147,11-20
191605,21-30
187002,21-30
15870,21-30
67334,51-60
71447,11-20
14291,21-30
60420,11-20
233785,21-30
229053,51-60
208128,11-20
34496,21-30
306502,21-30
78075,21-30
315039,21-30
166289,21-30
155990,21-30
111114,51-60
306083,21-30
314248,21-30
64558,21-30
154223,21-30
70613,11-20
160556,11-20
253620,21-30
262189,21-30
13544,21-30
152233,21-30
152442,21-30
123056,31-40
271335,11-20
216679,21-30
126211,21-30
63168,51-60
235717,21-30
236370,21-30
129199,21-30
28268,21-30
154774,21-30
221334,21-30
177532,11-20
132085,21-30
19391,21-30
13546,11-20
246494,11-20
177899,21-30
219371,21-30
174831,21-30
187687,21-30
36911,11-20
196261,11-20
163804,21-30
245219,11-20
47834,51-60
280964,21-30
124054,11-20
2441,11-20
38395,21-30
309147,51-60
172751,11-20
180739,11-20
262514,21-30
190925,21-30
312919,51-60
126731,21-30
30649,11-20
9460,21-30
161940,51-60
170901,21-30
255430,21-30
60454,51-60
67349,51-60
152472,21-30
129265,31-40
266474,21-30
244934,21-30
65848,31-40
67580,31-40
76270,21-30
223476,11-20
312171,21-30
7770,21-30
108958,31-40
75211,11-20
124108,21-30
14432,11-20
159881,21-30
292402,21-30
289085,21-30
137753,51-60
22049,21-30
47182,21-30
152632,11-20
230828,11-20
242909,11-20
277974,31-40
39910,11-20
239169,11-20
298000,21-30
175994,21-30
21576,11-20
91848,21-30
150595,21-30
114528,11-20
20133,11-20
2457,31-40
260964,21-30
134051,51-60
208132,11-20
125976,51-60
292362,21-30
276832,31-40
22616,11-20
275119,51-60
33412,31-40
47913,11-20
106169,21-30
127775,21-30
23234,51-60
297187,21-30
198766,11-20
267434,31-40
114735,21-30
48209,21-30
110262,21-30
176172,11-20
169893,21-30
15929,21-30
214819,51-60
55533,21-30
50156,21-30
132595,21-30
20638,21-30
269734,21-30
42356,21-30
155545,21-30
292984,21-30
45459,21-30
105596,51-60
258723,51-60
93818,11-20
86345,11-20
186297,51-60
28973,21-30
144101,31-40
15407,21-30
49293,21-30
218868,21-30
165197,51-60
47227,11-20
122423,51-60
308066,51-60
23892,21-30
63607,21-30
26676,51-60
95996,21-30
19019,11-20
107956,11-20
70847,21-30
49165,21-30
189742,51-60
35499,21-30
279140,31-40
299606,21-30
74393,21-30
115202,21-30
142511,11-20
302026,21-30
195674,21-30
209842,21-30
285938,21-30
177432,11-20
238561,21-30
193928,51-60
234941,11-20
160453,21-30
243152,21-30
36499,11-20
312017,21-30
74801,21-30
130052,11-20
50912,11-20
287858,51-60
92131,21-30
303273,21-30
34984,11-20
301782,21-30
213979,21-30
43820,21-30
98712,21-30
219993,21-30
79715,51-60
63150,21-30
67761,21-30
934,51-60
267964,11-20
64590,11-20
291270,21-30
252723,51-60
31195,21-30
32333,21-30
113425,21-30
261131,51-60
235527,11-20
165660,21-30
88588,51-60
57197,31-40
229467,21-30
96168,21-30
223550,21-30
277910,11-20
1208,51-60
182416,51-60
40245,21-30
251918,11-20
302665,11-20
307185,31-40
226394,21-30
175863,11-20
137491,21-30
259177,51-60
133809,21-30
12363,11-20
272097,51-60
263309,21-30
92881,21-30
94841,21-30
189125,11-20
22247,51-60
228336,51-60
64873,21-30
267142,11-20
254848,31-40
12942,21-30
35692,51-60
151386,11-20
21301,51-60
201514,11-20
296719,21-30
90605,21-30
150072,21-30
106055,11-20
50436,21-30
228919,21-30
164813,11-20
160198,21-30
132130,11-20
310113,11-20
192758,21-30
97180,21-30
317939,31-40
90033,21-30
36948,51-60
95651,21-30
274428,11-20
178667,11-20
130782,11-20
51905,21-30
75094,21-30
150366,51-60
59710,21-30
55322,51-60
136795,11-20
67851,21-30
176915,31-40
24789,21-30
105690,21-30
260676,21-30
76672,21-30
213387,11-20
175070,11-20
194512,51-60
148771,51-60
221940,21-30
131547,11-20
190687,21-30
276422,21-30
307554,21-30
38,51-60
123615,51-60
203428,21-30
40149,21-30
30255,31-40
49950,21-30
4160,31-40
35408,21-30
308692,11-20
56491,11-20
108238,11-20
224394,11-20
224278,11-20
197233,21-30
125693,21-30
19620,21-30
296691,51-60
239209,51-60
179936,21-30
304366,21-30
279329,21-30
164122,51-60
232961,21-30
133340,51-60
240711,21-30
158171,21-30
199282,21-30
16933,11-20
149796,31-40
130268,21-30
137787,21-30
47000,11-20
296828,21-30
23684,11-20
155972,21-30
101344,51-60
264252,21-30
63066,21-30
297211,11-20
237933,21-30
100100,21-30
10559,21-30
254876,31-40
270891,11-20
1574,31-40
74205,31-40
139384,21-30
176314,21-30
251737,21-30
256821,11-20
65563,21-30
143134,11-20
247707,11-20
62751,21-30
175092,21-30
51244,21-30
111207,21-30
235070,21-30
44591,21-30
15823,21-30
169830,21-30
24078,21-30
93156,51-60
45160,51-60
251122,21-30
81986,21-30
99506,11-20
312911,51-60
29732,11-20
1141,21-30
73118,21-30
116959,21-30
145467,11-20
95032,21-30
205183,21-30
106407,21-30
206107,21-30
157624,21-30
52363,51-60
168548,21-30
242879,21-30
309636,21-30
300799,21-30
297620,11-20
128721,11-20
10317,11-20
243228,11-20
192134,21-30
507,21-30
311814,21-30
181791,21-30
213465,21-30
175194,11-20
273306,21-30
73483,21-30
203791,51-60
218811,21-30
287457,21-30
210074,21-30
259540,21-30
96311,51-60
96099,51-60
121896,21-30
89787,11-20
174077,21-30
136977,11-20
172462,51-60
181113,21-30
201590,21-30
106528,21-30
117515,11-20
221179,21-30
260638,51-60
116953,21-30
34681,51-60
33082,21-30
173303,21-30
247785,21-30
41571,21-30
186890,11-20
232306,51-60
91119,51-60
210348,21-30
226538,21-30
309621,21-30
242282,51-60
242327,21-30
77367,21-30
27118,11-20
177166,21-30
123402,31-40
89423,31-40
89172,51-60
286210,21-30
317525,21-30
24008,11-20
222476,21-30
291024,21-30
188461,21-30
316187,31-40
107363,31-40
282723,11-20
245038,21-30
142417,11-20
276568,21-30
149497,21-30
30378,21-30
137156,21-30
162867,21-30
193173,21-30
235584,21-30
226013,21-30
25808,51-60
308364,51-60
242366,51-60
303147,21-30
61839,11-20
285015,11-20
138197,21-30
62092,21-30
113989,31-40
198816,21-30
34736,21-30
178944,31-40
278722,11-20
165821,21-30
84046,21-30
199206,51-60
242561,51-60
78203,11-20
20656,21-30
221741,11-20
227835,21-30
208902,11-20
231750,31-40
223133,21-30
170262,21-30
10173,51-60
250329,21-30
156882,21-30
217292,11-20
61923,51-60
157095,31-40
150885,51-60
36152,51-60
254908,51-60
44664,11-20
182645,31-40
41377,21-30
71072,21-30
279426,11-20
96389,11-20
114223,21-30
29600,11-20
295030,11-20
35664,11-20
269839,21-30
293689,21-30
201118,11-20
76624,51-60
216366,21-30
58254,51-60
170533,21-30
169433,31-40
75391,21-30
9229,21-30
235203,21-30
303097,31-40
216294,21-30
90441,11-20
154301,21-30
267639,31-40
120084,21-30
44696,31-40
221771,31-40
23366,11-20
191421,21-30
126411,31-40
201179,21-30
208101,21-30
216470,21-30
16105,11-20
277896,21-30
115565,51-60
300926,51-60
277962,21-30
49048,21-30
6509,21-30
305870,21-30
172325,21-30
186207,21-30
227463,21-30
212814,11-20
8026,21-30
161535,11-20
83105,11-20
189829,21-30
184767,51-60
303261,21-30
170338,51-60
55824,51-60
268427,51-60
221269,51-60
142364,21-30
53764,51-60
54825,31-40
85552,21-30
309980,21-30
209190,21-30
303649,31-40
185346,21-30
136152,21-30
186100,31-40
305734,11-20
308734,21-30
17055,51-60
269545,21-30
93673,21-30
191601,21-30
308664,21-30
291194,11-20
26305,11-20
33801,21-30
116277,51-60
179789,51-60
173754,31-40
27488,11-20
213411,21-30
3766,21-30
166191,21-30
105352,21-30
246277,11-20
127784,21-30
304721,21-30
2909,21-30
180010,21-30
36045,31-40
245223,21-30
44915,21-30
260768,21-30
170361,51-60
299386,51-60
143094,21-30
197705,21-30
16357,21-30
181635,21-30
185242,21-30
180090,21-30
147721,51-60
222991,21-30
316816,11-20
46470,21-30
232192,11-20
303466,21-30
267089,21-30
258122,21-30
106395,21-30
87284,21-30
27428,11-20
69422,31-40
47576,31-40
167064,11-20
276498,21-30
158388,11-20
149957,51-60
241829,11-20
197507,11-20
105177,21-30
35179,21-30
272353,51-60
310425,21-30
158382,51-60
271241,31-40
232264,21-30
9374,21-30
70335,11-20
19289,11-20
119200,11-20
131813,11-20
289586,21-30
230396,21-30
106943,21-30
104342,21-30
134847,51-60
6342,21-30
18146,21-30
307641,51-60
114723,21-30
167280,21-30
280659,51-60
313762,21-30
183692,51-60
220726,51-60
253663,31-40
28634,21-30
119207,31-40
106909,21-30
298130,11-20
154363,51-60
28109,11-20
286384,11-20
50521,21-30
184063,21-30
102928,11-20
47622,21-30
64914,11-20
149878,21-30
255254,51-60
34488,21-30
217182,31-40
283923,21-30
186704,51-60
243748,51-60
102611,21-30
162161,21-30
28092,51-60
242212,21-30
117676,11-20
214903,21-30
295440,21-30
133049,21-30
252355,21-30
288226,21-30
260889,21-30
194205,21-30
171841,21-30
83039,21-30
127343,21-30
311483,21-30
139491,21-30
120560,51-60
272990,21-30
46669,51-60
213711,31-40
41278,21-30
212956,21-30
49909,11-20
52196,51-60
68205,21-30
26898,31-40
63505,21-30
275196,21-30
197578,11-20
203856,21-30
32629,21-30
102023,11-20
301362,51-60
248575,51-60
277304,11-20
38233,21-30
92911,11-20
188943,31-40
39316,11-20
4482,11-20
74948,51-60
51872,21-30
158620,51-60
238616,21-30
112645,51-60
199932,51-60
258100,21-30
92304,21-30
65675,21-30
174520,11-20
189923,21-30
6826,11-20
81974,21-30
126415,21-30
40907,51-60
206946,21-30
73243,11-20
54785,21-30
130171,21-30
175201,51-60
308499,51-60
12628,11-20
45604,21-30
77231,21-30
209768,11-20
47283,21-30
28248,21-30
72228,21-30
126045,21-30
111058,21-30
88973,21-30
18318,21-30
262236,11-20
269105,21-30
207757,51-60
47660,21-30
10555,11-20
92651,31-40
195580,21-30
289040,21-30
69520,51-60
262319,11-20
71568,21-30
270979,51-60
276023,21-30
189675,51-60
105889,21-30
214527,21-30
91332,31-40
20421,51-60
208212,21-30
20623,11-20
261644,11-20
6956,21-30
101034,21-30
259553,21-30
311426,21-30
300774,51-60
81197,51-60
91228,21-30
52155,11-20
235445,11-20
156984,21-30
171097,21-30
305675,31-40
169931,21-30
126111,11-20
87422,51-60
157197,21-30
70502,21-30
264057,21-30
88887,21-30
81212,21-30
258742,31-40
83517,51-60
171027,51-60
217101,21-30
39082,21-30
190937,21-30
260136,21-30
201820,11-20
152754,21-30
295774,51-60
286330,21-30
152125,51-60
107465,21-30
111470,51-60
235542,21-30
125549,11-20
133892,21-30
126022,51-60
312884,21-30
23587,21-30
212083,31-40
129570,21-30
19118,21-30
227583,21-30
80749,11-20
85299,51-60
17841,21-30
294674,51-60
121405,21-30
227661,51-60
64952,21-30
310955,51-60
157036,31-40
12422,21-30
214453,21-30
167811,21-30
104119,31-40
281455,51-60
306837,51-60
245800,21-30
245679,21-30
70386,31-40
158357,21-30
243964,21-30
274134,51-60
125854,11-20
20235,21-30
273483,31-40
71360,21-30
306760,21-30
299330,31-40
207710,21-30
3640,21-30
201591,21-30
292320,21-30
10192,11-20
302648,21-30
226796,51-60
300991,21-30
146370,21-30
156302,11-20
157857,21-30
177651,21-30
305648,21-30
114189,11-20
282342,11-20
152596,21-30
31210,21-30
95060,11-20
156365,21-30
271626,11-20
191250,21-30
77852,21-30
19357,11-20
6589,31-40
37780,51-60
316155,51-60
225429,21-30
42633,21-30
88104,11-20
210394,21-30
92358,11-20
161002,11-20
79322,51-60
43859,51-60
201137,21-30
45299,11-20
104836,51-60
306856,21-30
260764,21-30
269177,11-20
198503,11-20
53553,31-40
147969,11-20
77334,21-30
241873,21-30
156756,51-60
68648,21-30
118332,21-30
209446,21-30
224150,11-20
43684,21-30
34954,21-30
143156,21-30
267200,31-40
255187,11-20
109784,11-20
51699,21-30
304601,31-40
211455,31-40
253861,21-30
291517,21-30
3484,51-60
218487,51-60
78179,21-30
270057,21-30
13842,21-30
312145,11-20
300715,51-60
169333,11-20
56530,11-20
65201,21-30
220752,21-30
270994,31-40
122841,21-30
246816,11-20
134475,21-30
103247,51-60
189636,21-30
114317,11-20
251420,21-30
129620,21-30
232523,21-30
227013,51-60
206775,21-30
185830,51-60
36771,11-20
149084,51-60
24348,11-20
214033,11-20
183214,21-30
261318,21-30
303578,21-30
230793,11-20
113512,11-20
20930,51-60
17336,31-40
30463,21-30
182132,21-30
154542,21-30
3529,21-30
288218,51-60
154772,21-30
150566,51-60
216338,51-60
182471,11-20
217393,21-30
107944,21-30
222526,21-30
154771,11-20
211879,51-60
9130,21-30
290288,21-30
85724,21-30
6417,21-30
5131,21-30
95539,51-60
219838,21-30
108061,51-60
136120,11-20
142436,21-30
151387,11-20
35781,21-30
230882,21-30
109054,11-20
51092,51-60
210973,51-60
81138,21-30
152893,21-30
92364,21-30
155587,21-30
189996,21-30
226710,11-20
47426,31-40
18608,51-60
150526,11-20
181280,21-30
176762,51-60
277499,21-30
307485,51-60
215007,21-30
226886,21-30
192046,21-30
69806,21-30
278201,11-20
312594,21-30
247863,21-30
65301,21-30
76277,21-30
168516,21-30
18696,21-30
255025,21-30
20129,21-30
69770,51-60
209502,21-30
121019,11-20
249560,21-30
10904,21-30
291403,21-30
228715,31-40
202304,11-20
37365,21-30
3105,21-30
18000,21-30
14937,21-30
109664,51-60
88133,21-30
300803,21-30
291539,21-30
170088,21-30
33473,21-30
52837,11-20
241496,11-20
2971,21-30
192530,21-30
264352,31-40
222316,21-30
1700,21-30
246240,11-20
76656,21-30
71145,21-30
128200,21-30
171730,11-20
201055,11-20
243083,21-30
253564,51-60
156932,21-30
39307,21-30
273686,21-30
226037,31-40
250959,21-30
72967,21-30
119161,51-60
62262,21-30
66183,11-20
11214,21-30
212307,31-40
166627,21-30
119876,11-20
30261,51-60
114180,11-20
241620,21-30
16359,21-30
159151,51-60
228992,21-30
33222,21-30
298979,31-40
304782,21-30
4362,11-20
105282,21-30
173384,51-60
141819,21-30
268624,21-30
57732,21-30
93664,21-30
69597,11-20
242621,51-60
253576,31-40
15596,21-30
139960,21-30
200782,21-30
137520,21-30
235263,21-30
187743,11-20
7729,21-30
296856,31-40
43341,11-20
25235,31-40
46907,51-60
55260,21-30
37392,11-20
313057,51-60
91410,21-30
257436,21-30
198885,21-30
20573,51-60
98748,51-60
5843,11-20
82060,21-30
310735,21-30
1284,51-60
31240,21-30
143393,11-20
110190,21-30
57323,51-60
239177,51-60
304690,51-60
309871,11-20
116924,11-20
177747,51-60
175763,11-20
300184,21-30
100156,21-30
211945,21-30
310169,21-30
317364,51-60
197656,21-30
123678,51-60
269407,21-30
165490,21-30
12660,21-30
34066,21-30
277213,21-30
274359,51-60
100455,51-60
279899,21-30
7591,11-20
273761,21-30
312275,21-30
257130,11-20
216931,51-60
57667,21-30
206319,31-40
233220,11-20
78620,11-20
301407,11-20
184510,21-30
168243,51-60
268837,21-30
117994,11-20
42402,21-30
312234,21-30
110685,21-30
280185,21-30
214347,21-30
187180,11-20
236810,51-60
40714,51-60
212644,11-20
182075,21-30
236276,21-30
223886,11-20
278512,11-20
259339,51-60
84625,11-20
258503,21-30
46159,21-30
40286,21-30
9020,21-30
262615,51-60
119866,31-40
210641,21-30
38057,21-30
191935,51-60
150036,21-30
238034,21-30
109132,51-60
48907,11-20
258548,11-20
267173,51-60
154341,11-20
70644,31-40
153330,31-40
230210,11-20
201310,21-30
274729,11-20
238756,31-40
95598,51-60
11136,21-30
222680,51-60
271142,21-30
303280,31-40
250063,21-30
135154,31-40
206402,51-60
22356,51-60
191300,11-20
36681,51-60
128025,51-60
148000,11-20
153630,31-40
143974,21-30
55929,11-20
126037,51-60
16725,31-40
75418,51-60
93726,11-20
101232,11-20
256610,21-30
285543,51-60
55852,21-30
78036,11-20
80916,21-30
245776,31-40
115929,11-20
257212,21-30
218963,21-30
94825,11-20
243156,11-20
129344,21-30
98154,11-20
108426,21-30
226962,21-30
227182,51-60
298638,21-30
16828,21-30
256879,21-30
33084,21-30
317842,21-30
169553,51-60
105371,21-30
159524,21-30
307899,51-60
55132,21-30
152913,21-30
205041,21-30
167757,21-30
175135,11-20
199688,21-30
145171,51-60
121678,21-30
177380,21-30
242614,51-60
263958,21-30
300392,21-30
4511,21-30
26092,21-30
246419,21-30
307057,11-20
158856,21-30
78805,21-30
117982,11-20
198528,11-20
187991,21-30
210373,51-60
18812,11-20
216870,11-20
186184,21-30
19367,11-20
177977,21-30
150192,11-20
255138,21-30
132667,51-60
12411,21-30
140646,21-30
77783,21-30
257039,21-30
118018,11-20
29405,21-30
282983,51-60
219283,11-20
58003,51-60
252800,21-30
195649,51-60
3684,21-30
264278,51-60
91603,21-30
303504,11-20
1025,21-30
