id,days
49446,21-30
18412,21-30
14645,21-30
124227,11-20
158960,21-30
101931,21-30
59507,21-30
250031,11-20
81818,21-30
187248,21-30
181348,21-30
80514,21-30
252320,11-20
3908,21-30
160707,11-20
64023,11-20
151355,11-20
270459,21-30
78111,21-30
16267,21-30
101713,21-30
148733,21-30
224819,21-30
284294,21-30
51286,21-30
114813,21-30
242574,21-30
208604,11-20
201866,11-20
85745,21-30
34755,21-30
238597,11-20
36657,21-30
135240,11-20
251742,11-20
5286,21-30
56311,21-30
15645,21-30
175803,21-30
173620,21-30
132665,21-30
40031,21-30
37735,11-20
199291,21-30
59127,21-30
113089,11-20
104650,21-30
205371,21-30
139050,11-20
108771,21-30
295018,11-20
163259,21-30
236521,21-30
247881,21-30
36749,21-30
91044,21-30
281149,21-30
134600,21-30
50583,21-30
188489,21-30
105882,21-30
231824,11-20
232421,11-20
263330,21-30
254795,11-20
312469,21-30
170604,21-30
19045,21-30
150876,21-30
263286,21-30
288522,11-20
302232,11-20
214408,11-20
290904,11-20
17862,11-20
269212,21-30
40729,21-30
240026,11-20
152977,21-30
15168,11-20
163042,11-20
141565,21-30
2868,11-20
297675,21-30
70343,21-30
68733,21-30
269498,21-30
159253,11-20
224314,21-30
193050,11-20
86327,21-30
252668,11-20
143993,11-20
155753,11-20
261997,21-30
190622,21-30
166499,21-30
22496,21-30
284970,11-20
119163,11-20
74228,11-20
306277,11-20
113711,11-20
247590,21-30
301360,11-20
45817,21-30
308686,11-20
175472,21-30
242036,11-20
44266,21-30
226301,11-20
232154,21-30
274279,11-20
67910,21-30
40233,21-30
92348,11-20
189199,11-20
248995,11-20
199927,21-30
178755,21-30
227511,11-20
207609,21-30
201220,11-20
225763,21-30
174801,11-20
200660,11-20
97979,21-30
262482,21-30
26295,11-20
284022,21-30
304544,11-20
194225,21-30
237424,11-20
290530,21-30
239329,21-30
152985,21-30
208258,21-30
202526,21-30
62165,11-20
104315,21-30
104745,21-30
165502,21-30
81441,21-30
290358,11-20
311956,11-20
264885,21-30
174988,21-30
142799,21-30
302917,11-20
271492,11-20
152225,11-20
208942,21-30
278789,11-20
195966,21-30
272901,11-20
237467,11-20
28573,21-30
308501,21-30
211152,11-20
206818,21-30
11448,11-20
312544,21-30
188303,21-30
145238,21-30
267108,11-20
259677,11-20
87236,21-30
211762,11-20
265725,21-30
256239,11-20
81493,11-20
154215,11-20
311808,11-20
186172,21-30
93821,11-20
276146,21-30
304456,21-30
297066,21-30
13657,21-30
73350,21-30
157639,21-30
4751,21-30
315847,21-30
137259,21-30
82501,21-30
198995,11-20
10398,21-30
271552,11-20
4399,11-20
308693,21-30
132420,21-30
25568,11-20
209160,21-30
78700,21-30
36634,11-20
61768,21-30
216987,11-20
178470,11-20
186177,21-30
286165,11-20
155393,11-20
145400,21-30
72185,21-30
242359,11-20
63757,11-20
8843,21-30
254309,21-30
160727,21-30
314269,11-20
276126,11-20
162638,21-30
113889,21-30
183964,21-30
86185,21-30
163647,21-30
308761,11-20
301466,21-30
161029,11-20
150304,11-20
36620,21-30
117189,21-30
78864,21-30
30229,11-20
274844,11-20
116223,11-20
202038,11-20
168926,11-20
60315,21-30
162029,21-30
89496,21-30
164764,21-30
209197,11-20
203097,21-30
312013,21-30
226479,21-30
101590,21-30
286962,21-30
26114,21-30
181014,21-30
215375,11-20
158364,21-30
315966,11-20
69765,21-30
213142,11-20
148076,21-30
235294,21-30
132132,11-20
189390,11-20
46179,21-30
45445,11-20
280307,11-20
74270,11-20
307394,21-30
293248,21-30
203996,11-20
168267,21-30
100762,21-30
23556,11-20
148054,21-30
91794,21-30
258734,21-30
106737,21-30
115862,21-30
159535,11-20
1849,11-20
175768,21-30
10322,11-20
189474,21-30
70348,21-30
222655,21-30
44499,21-30
232579,21-30
104543,11-20
82490,21-30
259830,21-30
188778,21-30
82612,21-30
216348,11-20
111753,11-20
135666,11-20
58705,11-20
265829,21-30
68272,11-20
183140,21-30
293194,11-20
9782,21-30
247499,21-30
224176,11-20
172572,11-20
293312,21-30
64674,21-30
274848,21-30
122920,11-20
99004,21-30
130444,21-30
169432,21-30
36636,21-30
72669,21-30
291429,21-30
221779,21-30
15324,21-30
196425,21-30
88972,21-30
49817,11-20
136285,21-30
117352,21-30
3,21-30
225457,11-20
101525,11-20
159261,21-30
47820,21-30
305354,21-30
90685,11-20
245173,11-20
185885,11-20
248860,21-30
215679,21-30
20003,21-30
252003,21-30
26701,21-30
88680,11-20
305364,21-30
274214,11-20
117294,21-30
52858,21-30
259995,11-20
298211,11-20
161402,11-20
206961,21-30
41741,11-20
165774,21-30
105161,21-30
230997,21-30
17951,11-20
70998,11-20
1995,21-30
217276,21-30
143730,11-20
179633,11-20
64699,11-20
78961,21-30
212925,11-20
151426,11-20
196553,21-30
16986,11-20
314142,21-30
239601,11-20
189696,21-30
35912,11-20
196172,11-20
88538,11-20
234392,21-30
153595,21-30
124210,21-30
259278,21-30
142416,11-20
69019,11-20
246578,11-20
124150,11-20
148407,21-30
316575,21-30
234737,21-30
162794,21-30
263954,21-30
225324,21-30
126748,21-30
220308,21-30
92868,21-30
165943,11-20
11170,21-30
175884,21-30
32674,21-30
11079,11-20
232271,11-20
29547,21-30
92528,21-30
75938,11-20
131398,11-20
203198,11-20
264288,11-20
69651,21-30
127996,11-20
237356,21-30
112884,21-30
244684,11-20
207921,21-30
185375,21-30
271326,11-20
303142,11-20
161306,21-30
56789,21-30
73244,11-20
163828,11-20
108177,21-30
169325,11-20
78901,21-30
221049,21-30
147474,11-20
143035,21-30
287933,21-30
13522,11-20
148721,21-30
178318,21-30
131450,11-20
127820,21-30
140110,11-20
210909,21-30
179086,21-30
36819,21-30
134845,21-30
77226,21-30
97178,21-30
229054,21-30
205780,11-20
263376,11-20
289292,21-30
257062,21-30
134889,21-30
54918,11-20
55666,21-30
263933,21-30
181564,21-30
121832,21-30
126227,21-30
95883,11-20
149501,11-20
315849,21-30
117826,21-30
260912,11-20
17885,11-20
129352,11-20
172650,21-30
128751,21-30
237563,11-20
216200,21-30
289362,21-30
142842,21-30
26625,11-20
116695,21-30
1985,11-20
68212,21-30
113672,11-20
115633,21-30
80972,21-30
72549,21-30
248798,11-20
4934,11-20
110205,21-30
270529,21-30
99353,11-20
267279,21-30
294538,21-30
157630,11-20
37760,11-20
308625,21-30
24293,21-30
311575,21-30
237874,11-20
141197,11-20
86553,21-30
153479,21-30
148065,21-30
238426,21-30
78830,21-30
232524,21-30
197696,21-30
240717,11-20
165584,21-30
305262,11-20
254560,21-30
265670,11-20
151869,11-20
282353,21-30
111989,11-20
198688,21-30
195774,11-20
231756,21-30
298313,21-30
214662,11-20
228525,21-30
194769,21-30
299103,21-30
178557,21-30
257901,21-30
312523,21-30
289810,11-20
237947,21-30
163593,21-30
3459,11-20
70416,21-30
194967,11-20
234414,21-30
27916,21-30
105254,21-30
109959,11-20
92314,21-30
253530,11-20
113657,21-30
277471,21-30
19796,21-30
21398,21-30
98916,21-30
155981,11-20
281293,11-20
288085,21-30
236359,21-30
284318,21-30
110585,21-30
206250,21-30
5003,11-20
204782,21-30
257468,11-20
87670,21-30
140924,21-30
108100,21-30
93767,21-30
145004,11-20
24652,11-20
248966,11-20
93473,21-30
26262,11-20
305373,21-30
187983,21-30
162739,11-20
133888,11-20
210212,21-30
12443,21-30
160787,21-30
238076,11-20
249452,21-30
86765,11-20
46711,11-20
105528,21-30
35578,21-30
34860,21-30
214794,21-30
130506,11-20
276907,11-20
281583,21-30
119583,21-30
65224,21-30
67520,21-30
194606,21-30
265987,21-30
138935,21-30
233399,21-30
282472,21-30
59033,21-30
238288,21-30
6984,21-30
68390,11-20
103280,21-30
118747,21-30
9749,21-30
107140,11-20
181913,21-30
299298,21-30
50536,11-20
258584,21-30
76765,21-30
42628,21-30
280390,21-30
111542,11-20
55242,21-30
172330,21-30
823,21-30
171511,21-30
271341,21-30
29406,11-20
58197,11-20
50555,11-20
207840,21-30
268483,11-20
135226,11-20
237632,11-20
249215,21-30
75922,21-30
186614,11-20
100915,21-30
167618,21-30
93242,11-20
200236,11-20
7369,11-20
232514,11-20
290858,11-20
36001,21-30
9139,21-30
6144,21-30
125223,11-20
316319,11-20
295480,21-30
81962,21-30
56275,11-20
81919,21-30
59630,11-20
79946,21-30
32111,11-20
205167,21-30
255861,21-30
205038,21-30
39079,21-30
228656,21-30
158331,21-30
28886,21-30
293966,11-20
252968,11-20
192170,21-30
179205,11-20
1320,21-30
143759,11-20
281614,21-30
246684,21-30
277776,11-20
227174,21-30
280284,11-20
285306,21-30
41205,21-30
255279,11-20
190241,21-30
312724,21-30
316308,21-30
174598,11-20
1450,21-30
221942,21-30
84841,11-20
113330,21-30
60379,21-30
268007,21-30
4378,11-20
23673,11-20
177673,21-30
32618,21-30
144803,11-20
31159,11-20
233956,21-30
64852,21-30
8841,21-30
279950,11-20
829,21-30
64672,21-30
303849,11-20
310430,11-20
195707,21-30
154073,21-30
61192,11-20
18468,21-30
265791,21-30
194836,21-30
188444,21-30
87225,21-30
125043,11-20
63293,21-30
305863,11-20
17280,21-30
117323,21-30
47279,21-30
6519,11-20
202918,21-30
166052,21-30
232405,21-30
17245,21-30
290860,21-30
147254,11-20
217010,11-20
150457,21-30
95485,21-30
149805,11-20
194810,11-20
197036,11-20
61295,21-30
22333,21-30
35628,21-30
68674,21-30
200939,11-20
15173,11-20
236949,21-30
24341,21-30
309598,21-30
219396,11-20
66479,21-30
238316,11-20
16736,21-30
198026,11-20
122660,11-20
283860,21-30
317167,21-30
64705,11-20
190168,11-20
160342,21-30
227701,21-30
294600,21-30
305530,21-30
108931,21-30
299831,21-30
104210,21-30
105449,21-30
133280,11-20
47627,21-30
217961,21-30
94138,21-30
270725,21-30
207536,21-30
74126,21-30
171868,21-30
104293,21-30
232094,11-20
31737,11-20
75560,21-30
125125,21-30
83554,21-30
108726,21-30
253864,21-30
169123,21-30
7898,21-30
21426,21-30
185769,21-30
226983,11-20
18043,11-20
25664,21-30
183258,21-30
270656,21-30
227146,11-20
150454,21-30
45403,11-20
242827,21-30
121732,21-30
46796,21-30
297968,11-20
32225,11-20
98299,21-30
219526,11-20
170996,11-20
228735,21-30
178336,21-30
251823,21-30
123965,21-30
168352,21-30
219406,11-20
13144,21-30
43760,11-20
103348,21-30
159629,11-20
153404,21-30
173675,11-20
164047,21-30
168733,21-30
313887,21-30
290236,11-20
235332,21-30
95884,21-30
107200,21-30
171740,11-20
45620,21-30
94609,21-30
26067,11-20
176806,21-30
109161,21-30
199941,11-20
123966,21-30
39453,11-20
28492,21-30
258741,11-20
128466,21-30
25071,21-30
108033,21-30
276886,21-30
87515,11-20
198449,21-30
183362,11-20
85263,21-30
41021,21-30
155264,21-30
63856,11-20
300623,11-20
136482,11-20
112967,21-30
126088,11-20
317294,11-20
131117,21-30
185622,21-30
228749,21-30
3267,11-20
200767,11-20
80964,21-30
79502,11-20
161512,21-30
159588,21-30
195739,21-30
154184,21-30
40517,21-30
275259,11-20
65219,21-30
77596,21-30
91894,21-30
118233,21-30
16785,21-30
4726,21-30
197289,21-30
261655,11-20
83483,21-30
34160,21-30
196081,21-30
126096,21-30
97836,21-30
148846,11-20
30702,11-20
281560,21-30
208368,11-20
16594,21-30
181139,21-30
273017,21-30
129619,21-30
82243,21-30
205975,21-30
94577,21-30
315626,21-30
597,11-20
250115,21-30
49973,11-20
169929,11-20
177187,21-30
43597,11-20
194542,11-20
246325,11-20
120978,21-30
55985,11-20
131974,21-30
296776,21-30
70152,11-20
107968,11-20
271911,11-20
5726,21-30
235802,21-30
230260,21-30
105339,21-30
251833,21-30
201699,21-30
279698,11-20
164512,11-20
215162,21-30
198764,21-30
284796,21-30
111927,11-20
174245,11-20
238023,21-30
1658,21-30
31015,21-30
191882,11-20
44365,21-30
240672,21-30
317761,21-30
243775,11-20
205820,21-30
199441,21-30
135538,21-30
226776,21-30
277725,21-30
115388,21-30
246495,11-20
183794,21-30
189802,11-20
114596,21-30
222386,21-30
169295,11-20
233615,21-30
50407,11-20
123868,11-20
261456,21-30
102853,21-30
152978,21-30
285471,21-30
92803,21-30
305208,11-20
283896,21-30
187798,11-20
244759,21-30
171405,21-30
252488,11-20
176574,21-30
272303,21-30
139563,21-30
171416,21-30
275240,21-30
164772,21-30
119464,21-30
3038,21-30
214823,11-20
262359,21-30
21046,21-30
150596,11-20
148525,21-30
194842,21-30
15378,21-30
66231,11-20
268658,11-20
18670,21-30
122868,11-20
144626,21-30
211255,21-30
133091,21-30
248502,21-30
102268,21-30
137500,21-30
137626,11-20
283452,21-30
203784,21-30
17966,21-30
15994,11-20
86807,21-30
80835,21-30
253563,21-30
218715,21-30
252585,11-20
67527,21-30
70446,11-20
148920,21-30
121012,11-20
82393,21-30
80800,21-30
55379,11-20
48202,21-30
289818,21-30
174535,11-20
66315,21-30
86901,21-30
73789,21-30
206183,21-30
183353,21-30
178151,21-30
253205,11-20
203604,21-30
22422,21-30
212005,21-30
289126,11-20
79360,11-20
39896,21-30
192469,21-30
127213,11-20
302700,11-20
190849,11-20
161238,11-20
249952,11-20
243946,21-30
66387,21-30
110747,21-30
175224,21-30
166780,21-30
304416,21-30
185363,21-30
154718,21-30
261277,21-30
111648,21-30
207457,21-30
294843,11-20
31436,11-20
237069,11-20
123344,21-30
21861,21-30
278315,11-20
165295,21-30
304087,21-30
104550,21-30
247109,11-20
303001,11-20
169372,11-20
155957,11-20
21005,11-20
255472,21-30
60016,21-30
48795,21-30
228227,21-30
75655,11-20
147828,21-30
208775,11-20
154442,11-20
13625,21-30
157533,21-30
299491,21-30
304250,21-30
290088,11-20
288333,21-30
246592,11-20
268397,11-20
249193,11-20
68424,21-30
94013,21-30
290218,11-20
141963,11-20
250349,21-30
8542,21-30
143950,11-20
128006,11-20
233945,21-30
66668,11-20
192630,11-20
209157,21-30
242768,21-30
210025,11-20
257742,11-20
75565,21-30
275803,11-20
61624,11-20
311357,21-30
243753,11-20
235032,11-20
185555,21-30
105171,21-30
242903,11-20
19823,21-30
67867,11-20
140012,11-20
179730,21-30
277083,11-20
306036,21-30
88442,21-30
47241,11-20
263370,21-30
40840,21-30
192869,21-30
81830,21-30
75923,11-20
317865,21-30
59443,11-20
280292,21-30
126866,21-30
47873,21-30
295196,21-30
49157,11-20
68083,11-20
227903,21-30
10548,21-30
207186,11-20
158955,11-20
117700,21-30
122898,21-30
13245,21-30
82674,21-30
110176,21-30
281892,21-30
171052,21-30
279348,21-30
271290,21-30
208084,21-30
55556,11-20
147658,21-30
225279,21-30
298284,11-20
26241,11-20
22390,21-30
265035,21-30
205437,21-30
66836,21-30
14243,21-30
48285,21-30
258482,21-30
103589,11-20
240816,11-20
211407,21-30
90269,21-30
226782,21-30
23620,21-30
248335,21-30
26156,11-20
95542,11-20
271443,21-30
232981,21-30
204498,21-30
63580,11-20
317522,21-30
174274,21-30
126100,11-20
248299,21-30
195036,11-20
128805,11-20
112375,21-30
110726,11-20
267374,21-30
31233,21-30
120689,21-30
95256,21-30
53211,21-30
100004,21-30
166905,11-20
281154,21-30
179556,11-20
264090,21-30
175461,21-30
216867,11-20
186248,11-20
257647,21-30
137093,21-30
261337,11-20
270321,21-30
126556,11-20
32616,11-20
82985,21-30
141095,21-30
63593,11-20
284120,21-30
191102,11-20
259153,21-30
29509,11-20
76508,21-30
25583,21-30
271493,21-30
190107,21-30
102998,11-20
298651,21-30
238483,11-20
74034,11-20
94368,21-30
100382,21-30
225357,21-30
288474,21-30
55809,21-30
37040,11-20
262515,11-20
248073,11-20
296795,21-30
125629,21-30
219068,21-30
102814,21-30
217417,21-30
218443,11-20
178583,21-30
61741,21-30
30411,11-20
126135,21-30
94990,21-30
104713,21-30
201225,11-20
256423,21-30
117105,21-30
310567,21-30
123736,11-20
114652,11-20
313997,11-20
137668,11-20
29364,21-30
229515,11-20
193539,21-30
306935,11-20
263492,11-20
22739,11-20
241200,11-20
14240,21-30
193907,11-20
124086,11-20
18431,11-20
148208,21-30
207537,21-30
6811,21-30
215454,11-20
241080,11-20
87731,11-20
261738,21-30
199966,21-30
191367,11-20
97520,21-30
71569,11-20
25168,21-30
43242,21-30
4665,21-30
279060,11-20
51143,11-20
243553,21-30
299621,21-30
227594,21-30
35264,11-20
75601,21-30
7415,21-30
55375,21-30
255681,21-30
113599,11-20
144668,21-30
148835,11-20
299560,11-20
64752,21-30
261861,21-30
189712,21-30
150403,11-20
308831,21-30
107079,21-30
307173,21-30
145439,21-30
269196,21-30
185168,21-30
93849,21-30
205731,11-20
31613,21-30
286981,21-30
210615,11-20
294915,21-30
175670,11-20
272841,11-20
113467,21-30
192626,11-20
246048,21-30
44111,11-20
292911,11-20
56828,21-30
309241,21-30
147526,11-20
45659,11-20
279954,21-30
292663,11-20
57593,21-30
120445,21-30
64424,21-30
277717,11-20
37642,11-20
100183,21-30
61908,21-30
146955,11-20
266397,21-30
122341,11-20
201489,11-20
63072,21-30
4014,21-30
9294,21-30
7892,11-20
84856,21-30
31917,21-30
123145,11-20
8809,21-30
271686,21-30
161840,11-20
147464,21-30
10411,21-30
8014,21-30
53095,21-30
165787,11-20
253901,11-20
264024,21-30
31077,11-20
132321,11-20
137935,21-30
273083,21-30
101079,21-30
152047,21-30
294666,21-30
234929,11-20
314271,11-20
40684,11-20
196665,11-20
253103,11-20
4639,21-30
104414,21-30
75182,21-30
254925,21-30
125729,11-20
51563,11-20
303456,21-30
104353,21-30
168102,21-30
197350,21-30
137297,11-20
38994,21-30
64650,21-30
92841,21-30
316861,21-30
39650,11-20
162888,11-20
73114,21-30
204688,21-30
300111,21-30
118863,21-30
281516,11-20
47860,11-20
9958,11-20
130428,21-30
155581,21-30
48993,21-30
130651,21-30
222713,11-20
286104,21-30
114383,21-30
185580,21-30
119651,21-30
285682,21-30
262432,11-20
232791,21-30
299757,21-30
301095,21-30
216445,11-20
138349,21-30
124288,21-30
137370,21-30
308373,21-30
76094,21-30
261117,11-20
277509,21-30
266720,21-30
317972,21-30
267139,11-20
300009,21-30
101174,11-20
189894,11-20
46614,11-20
121135,21-30
165250,21-30
94077,21-30
244758,11-20
139999,11-20
27083,11-20
245941,21-30
64880,11-20
275271,21-30
156476,11-20
279326,21-30
74111,21-30
253185,21-30
27079,21-30
194047,11-20
169229,11-20
115926,21-30
23405,21-30
209763,11-20
168640,21-30
5928,21-30
66358,11-20
84902,21-30
286773,11-20
238396,21-30
205329,21-30
218782,21-30
37304,11-20
37420,21-30
78502,11-20
140198,21-30
316303,11-20
258204,21-30
7267,21-30
316352,21-30
46637,21-30
106117,21-30
200511,11-20
124180,21-30
186694,11-20
224718,21-30
149522,21-30
16641,21-30
109438,21-30
255102,11-20
22328,21-30
120855,11-20
82044,21-30
290826,11-20
21347,11-20
200450,21-30
282189,11-20
214657,21-30
137518,21-30
21080,21-30
117459,21-30
153726,11-20
1287,21-30
211954,21-30
174108,11-20
119302,11-20
10298,21-30
151883,21-30
221947,11-20
114434,11-20
137387,21-30
174841,21-30
26767,21-30
198969,21-30
223539,21-30
15162,11-20
28269,21-30
289909,11-20
62821,11-20
21652,11-20
223038,11-20
49741,11-20
260411,21-30
17773,21-30
173562,11-20
10742,11-20
137608,11-20
7383,21-30
33479,11-20
152723,21-30
83731,11-20
97743,11-20
217287,21-30
14542,21-30
168152,11-20
242554,21-30
38522,11-20
276803,11-20
39698,11-20
58749,21-30
106441,21-30
276453,21-30
102789,11-20
313640,11-20
158748,21-30
260821,21-30
171422,11-20
80951,21-30
47092,11-20
216681,11-20
101483,11-20
129029,21-30
283529,21-30
157845,11-20
200094,21-30
174825,11-20
109405,21-30
218427,21-30
274350,21-30
210893,21-30
22591,21-30
281661,21-30
295689,21-30
83070,21-30
61929,11-20
240251,11-20
138510,21-30
114900,11-20
22924,21-30
266979,21-30
63903,11-20
175647,21-30
188862,21-30
18378,11-20
90823,21-30
115784,21-30
13882,11-20
231369,21-30
126251,21-30
79779,21-30
270074,11-20
125668,21-30
203342,11-20
28290,21-30
221418,21-30
274324,11-20
89822,21-30
256338,21-30
311974,21-30
71359,11-20
208977,21-30
119439,11-20
284991,11-20
58569,21-30
113523,21-30
257358,11-20
151571,21-30
265266,11-20
20015,11-20
177807,11-20
274403,11-20
303315,21-30
255448,21-30
137174,21-30
196374,21-30
108204,21-30
221966,21-30
270591,21-30
206833,11-20
229437,11-20
306197,11-20
246819,11-20
142625,21-30
11018,11-20
34431,21-30
138397,21-30
44433,11-20
36555,21-30
176836,11-20
55521,21-30
94540,21-30
232045,21-30
203069,21-30
177898,21-30
114181,21-30
13074,21-30
262698,21-30
81750,11-20
269068,21-30
283124,21-30
302703,21-30
185473,11-20
44934,11-20
259667,11-20
310234,21-30
140614,21-30
26227,21-30
227830,21-30
108613,21-30
210096,11-20
86259,21-30
113987,11-20
148647,21-30
188771,11-20
14196,11-20
277344,11-20
213817,21-30
245532,11-20
82204,21-30
85192,21-30
146901,11-20
309779,11-20
24246,21-30
194116,11-20
245959,21-30
233098,21-30
177592,11-20
139743,11-20
313364,11-20
141514,11-20
240461,11-20
248548,21-30
307732,21-30
67855,21-30
14311,21-30
153409,21-30
160122,21-30
17017,21-30
116407,11-20
142459,21-30
41660,11-20
198883,21-30
290533,21-30
85875,21-30
164344,21-30
28907,21-30
179826,21-30
313035,11-20
127950,21-30
241504,11-20
141590,11-20
290295,11-20
180720,21-30
310503,21-30
271001,21-30
193502,21-30
69891,11-20
278621,21-30
122088,11-20
249879,11-20
114363,21-30
52551,21-30
109254,21-30
242469,11-20
165425,21-30
103123,11-20
31347,11-20
205598,21-30
290355,11-20
275575,11-20
170635,21-30
11595,21-30
78295,21-30
265194,11-20
18997,11-20
182160,21-30
307083,21-30
1328,21-30
171721,21-30
116182,21-30
239466,11-20
199007,21-30
147932,21-30
57532,21-30
287191,21-30
191702,21-30
68626,11-20
95705,11-20
39486,11-20
242988,21-30
65888,21-30
43142,21-30
294257,11-20
196354,11-20
134355,11-20
102815,11-20
203517,21-30
236397,21-30
73210,21-30
10653,21-30
26932,11-20
292062,11-20
194080,11-20
34470,11-20
11276,21-30
130504,11-20
208268,11-20
142243,21-30
53725,11-20
18413,21-30
113818,21-30
160304,11-20
97280,21-30
162206,21-30
23448,21-30
290443,21-30
161800,11-20
181485,21-30
21923,21-30
201677,21-30
242939,11-20
232457,21-30
212558,21-30
38113,11-20
124632,21-30
315731,21-30
177650,21-30
213547,21-30
125426,21-30
70739,21-30
103037,21-30
26082,21-30
109702,21-30
131162,21-30
308764,21-30
149958,21-30
318382,21-30
81745,21-30
317007,21-30
198402,11-20
6886,21-30
14561,21-30
193755,21-30
56449,21-30
81367,11-20
165848,21-30
229631,21-30
171125,21-30
270326,21-30
116179,11-20
171341,21-30
258880,21-30
200873,21-30
104014,21-30
57435,11-20
129613,11-20
163986,21-30
18961,11-20
315820,11-20
263624,11-20
62385,11-20
282809,21-30
185934,21-30
10908,11-20
207120,21-30
139911,11-20
279682,21-30
311551,21-30
91928,11-20
210607,11-20
163665,11-20
208234,21-30
224549,11-20
275093,21-30
233340,21-30
437,21-30
69556,11-20
270783,21-30
31840,21-30
318368,11-20
201172,21-30
180548,21-30
239422,21-30
246279,21-30
307369,11-20
67121,21-30
227166,11-20
115788,21-30
251410,21-30
69558,21-30
290164,21-30
230592,21-30
84305,11-20
235971,11-20
260148,21-30
246736,11-20
34028,11-20
260050,11-20
69184,21-30
170147,21-30
269976,21-30
196099,11-20
136219,21-30
23452,21-30
226901,21-30
92659,11-20
208827,21-30
91460,21-30
57039,21-30
151580,11-20
244725,21-30
163313,21-30
126910,21-30
218481,21-30
91706,21-30
98543,21-30
309906,11-20
214202,21-30
38285,11-20
294067,21-30
282764,21-30
269577,21-30
109099,21-30
133169,21-30
216347,21-30
166097,11-20
303150,21-30
262191,21-30
154111,11-20
241031,11-20
1880,21-30
79886,11-20
295047,11-20
245164,11-20
126200,21-30
4027,11-20
138114,11-20
227396,11-20
71827,21-30
165307,21-30
20940,21-30
219817,21-30
210965,11-20
190061,21-30
199793,21-30
93152,11-20
133306,11-20
192200,11-20
135271,11-20
245501,21-30
227723,21-30
141893,21-30
79829,11-20
304048,11-20
166963,21-30
315109,21-30
6686,11-20
210076,11-20
297902,21-30
92557,11-20
257924,11-20
269226,21-30
102414,21-30
192123,11-20
224741,21-30
187919,21-30
259038,21-30
184373,21-30
206343,21-30
13416,11-20
288565,11-20
306289,11-20
317260,21-30
152035,21-30
31896,21-30
132903,21-30
243320,11-20
250912,21-30
99109,11-20
81426,21-30
125982,21-30
61915,21-30
251551,21-30
90551,11-20
22898,11-20
4525,11-20
16802,21-30
271511,21-30
22648,21-30
86570,11-20
311251,21-30
23090,21-30
154085,21-30
146763,21-30
46827,11-20
111126,21-30
113198,11-20
193490,21-30
214728,21-30
211351,11-20
292066,21-30
312764,21-30
92763,11-20
206285,11-20
231305,11-20
268625,11-20
266709,21-30
277375,21-30
258974,11-20
374,21-30
84076,21-30
252158,21-30
68893,21-30
167499,21-30
181203,11-20
51539,21-30
306026,21-30
232932,21-30
241537,21-30
179981,21-30
147244,21-30
253799,11-20
191271,21-30
310301,21-30
173185,21-30
136646,21-30
292319,21-30
308034,21-30
191636,11-20
237526,21-30
298011,21-30
123923,21-30
58553,21-30
55760,11-20
50897,11-20
113197,11-20
198183,11-20
58582,21-30
288924,11-20
9940,21-30
154707,21-30
66557,21-30
81587,21-30
89634,21-30
87815,11-20
234780,21-30
182946,21-30
278318,11-20
95207,21-30
77070,21-30
316431,21-30
7771,11-20
44631,11-20
92294,11-20
190270,11-20
293586,21-30
47751,21-30
264139,11-20
80823,21-30
173503,21-30
1013,21-30
256133,21-30
5647,11-20
89435,21-30
251434,11-20
90097,21-30
86858,11-20
81992,21-30
206002,11-20
63126,21-30
55996,21-30
180897,11-20
285729,21-30
157796,11-20
27974,21-30
158045,21-30
284278,11-20
81687,21-30
151977,21-30
159284,21-30
61372,21-30
313056,21-30
287162,21-30
142182,11-20
93646,11-20
44641,11-20
157850,21-30
281787,11-20
47499,11-20
75349,11-20
107504,21-30
1853,21-30
92853,21-30
287175,11-20
159071,21-30
240542,11-20
306978,21-30
229317,11-20
174105,21-30
99646,21-30
27169,21-30
174141,11-20
313186,11-20
149359,21-30
231919,21-30
149789,21-30
197684,11-20
99238,11-20
247108,11-20
236843,11-20
227404,21-30
253410,11-20
315808,21-30
18356,21-30
225390,21-30
4814,21-30
38096,21-30
22329,21-30
178326,21-30
150617,11-20
151520,11-20
224511,21-30
90583,11-20
240163,11-20
160444,21-30
76997,21-30
50250,21-30
191182,11-20
114763,21-30
46463,11-20
284524,11-20
90157,21-30
201476,21-30
8158,21-30
295295,11-20
248503,11-20
296601,21-30
145678,11-20
28661,11-20
53598,21-30
221883,21-30
241752,11-20
98704,21-30
182481,11-20
4272,21-30
275977,21-30
244622,11-20
44046,21-30
188430,21-30
30322,11-20
162955,11-20
219703,21-30
134682,11-20
180393,21-30
35986,21-30
59924,21-30
89736,11-20
284710,21-30
150791,21-30
152582,11-20
303236,21-30
56840,11-20
162005,21-30
256751,21-30
178385,21-30
222826,11-20
278387,21-30
305833,11-20
120766,21-30
280413,21-30
124264,21-30
44386,11-20
37803,11-20
81770,21-30
216962,21-30
159740,21-30
198653,21-30
76749,11-20
176771,21-30
157060,21-30
144151,11-20
65661,11-20
87078,21-30
137843,11-20
280667,21-30
62916,11-20
193550,11-20
97772,11-20
46164,11-20
56778,11-20
240758,11-20
215701,21-30
205452,11-20
61031,11-20
160644,11-20
30563,21-30
271472,11-20
101151,21-30
99789,21-30
115424,21-30
291511,11-20
89259,21-30
11443,21-30
222095,11-20
92404,21-30
211826,21-30
162957,21-30
260307,21-30
220806,21-30
227553,21-30
248155,11-20
172365,21-30
45526,11-20
91340,21-30
295845,21-30
239821,21-30
